hospital_url,hospital_rating,review_counts,hospital_address,hospital_phone_safe,clinic_hours,clinic_info_raw,clinic_info,hospital_name
https://www.yeoshin.co.kr/hospitals/103936?from=events&tabmenu=INFO,9.7,10+,서울특별시 강서구 양천로 34 (방화동) 양서빌딩 2층,0508.0353.1375,"월 화 수 목 금 토 일
10:00
 ~
 22:00 10:00
 ~
 22:00 10:00
 ~
 22:00 10:00
 ~
 22:00 10:00
 ~
 22:00 10:00
 ~
 22:00 10:00
 ~
 19:00","진료정보
병원 정보
수술실 CCTV
응급처치 시스템
사후관리
외국인환자 서비스
영어 응대
진료과
피부과
가정의학과
내과
진료항목
교근보톡스
색소
다이어트
제모
리프팅
모공
문신제거
미백관리
보톡스
여드름
흉터
점
탈모
홍조
피부관리
바디관리
피부의료기기
슈링크
아쿠아필
CO2레이저
크라이오셀
플라듀오
소노케어
엣지원프락셀
크라이오토닝
리프테라2
세르프
마취정보
크림마취
국소마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 병원 정보 | 수술실 CCTV | 응급처치 시스템 | 사후관리 | 외국인환자 서비스 | 영어 응대 | 진료과 | 피부과 | 가정의학과 | 내과 | 진료항목 | 교근보톡스 | 색소 | 다이어트 | 제모 | 리프팅 | 모공 | 문신제거 | 미백관리 | 보톡스 | 여드름 | 흉터 | 점 | 탈모 | 홍조 | 피부관리 | 바디관리 | 피부의료기기 | 슈링크 | 아쿠아필 | CO2레이저 | 크라이오셀 | 플라듀오 | 소노케어 | 엣지원프락셀 | 크라이오토닝 | 리프테라2 | 세르프 | 마취정보 | 크림마취 | 국소마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,웰니스365의원(강서)
https://www.yeoshin.co.kr/hospitals/103992?from=events&tabmenu=INFO,0.0,1+,서울특별시 강남구 논현로167길 9 (신사동) 3층 리프성형외과,0508.0353.6787,"월 화 수 목 금 토 일
10:00
 ~
 19:00 10:00
 ~
 19:00 10:00
 ~
 19:00 휴진 10:00
 ~
 19:00 10:00
 ~
 16:00 휴진","진료정보
병원 정보
전문의 1명
마취과의 진료
수술실 CCTV
응급처치 시스템
사후관리
진료과
성형외과
피부과",진료정보 | 병원 정보 | 전문의 1명 | 마취과의 진료 | 수술실 CCTV | 응급처치 시스템 | 사후관리 | 진료과 | 성형외과 | 피부과,리프성형외과의원
https://www.yeoshin.co.kr/hospitals/104010?from=events&tabmenu=INFO,9.7,10+,서울특별시 영등포구 선유동2로 74 (당산동5가) 3층,0508.0354.3093,"월 화 수 목 금 토 일
09:00
 ~
 19:00 09:00
 ~
 19:00 09:00
 ~
 19:00 09:00
 ~
 19:00 09:00
 ~
 19:00 09:00
 ~
 14:00 휴진","진료정보
병원 정보
전문의 1명
응급처치 시스템
사후관리
진료과
피부과
내과
진료항목
미백관리
보톡스
교근보톡스
여드름
흉터
탈모
색소
홍조
다이어트
피부관리
바디관리
리프팅
모공
피부의료기기
악센트프라임
마취정보
크림마취
수면마취
국소마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 병원 정보 | 전문의 1명 | 응급처치 시스템 | 사후관리 | 진료과 | 피부과 | 내과 | 진료항목 | 미백관리 | 보톡스 | 교근보톡스 | 여드름 | 흉터 | 탈모 | 색소 | 홍조 | 다이어트 | 피부관리 | 바디관리 | 리프팅 | 모공 | 피부의료기기 | 악센트프라임 | 마취정보 | 크림마취 | 수면마취 | 국소마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,당산센트럴내과의원
https://www.yeoshin.co.kr/hospitals/5224?from=events&tabmenu=INFO,9.5,300+,서울특별시 성동구 아차산로 122 (성수동2가) 백석빌딩 4층,0508.0353.3518,"월 화 수 목 금 토 일
11:00
 ~
 20:00 11:00
 ~
 20:00 휴진 11:00
 ~
 20:00 11:00
 ~
 20:00 11:00
 ~
 16:00 휴진","진료정보
외국인환자 서비스
외국인환자 유치병원
중국어 응대
영어 응대
진료과
성형외과
피부과
피부의료기기
포텐자(침습)
미라젯
네오빔
V-RO(브이로)
피코하이
헐리우드 스펙트라
온다(ONDA)
포텐자(비침습)
클라리티2(토닝)
세르프
마취정보
크림마취
비수면 무통마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 외국인환자 서비스 | 외국인환자 유치병원 | 중국어 응대 | 영어 응대 | 진료과 | 성형외과 | 피부과 | 피부의료기기 | 포텐자(침습) | 미라젯 | 네오빔 | V-RO(브이로) | 피코하이 | 헐리우드 스펙트라 | 온다(ONDA) | 포텐자(비침습) | 클라리티2(토닝) | 세르프 | 마취정보 | 크림마취 | 비수면 무통마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,세린의원
https://www.yeoshin.co.kr/hospitals/5258?from=events&tabmenu=INFO,9.4,200+,"서울특별시 강남구 테헤란로 443 (삼성동) 2층(삼성동, 애플트리타워)",0508.0353.9455,"월 화 수 목 금 토 일
10:30
 ~
 20:30 10:30
 ~
 20:30 10:30
 ~
 20:30 10:30
 ~
 20:30 10:30
 ~
 20:30 10:00
 ~
 17:00 휴진","진료정보
병원 정보
사후관리
진료과
피부과
진료항목
교근보톡스
색소
다이어트
제모
리프팅
모공
문신제거
미백관리
보톡스
필러
무좀레이저
실리프팅
여드름
점
피부관리
바디관리
피부의료기기
울쎄라
써마지 FLX
아쿠아필
아그네스
셀렉 (IPL)
포텐자(침습)
피코슈어레이저
올리지오
클라리티(토닝)
네오빔
크라이오셀
소노케어
포토나 스타워커
리니어지
젠틀맥스 프로 플러스
마취정보
크림마취
수면마취
비수면 무통마취
국소마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 병원 정보 | 사후관리 | 진료과 | 피부과 | 진료항목 | 교근보톡스 | 색소 | 다이어트 | 제모 | 리프팅 | 모공 | 문신제거 | 미백관리 | 보톡스 | 필러 | 무좀레이저 | 실리프팅 | 여드름 | 점 | 피부관리 | 바디관리 | 피부의료기기 | 울쎄라 | 써마지 FLX | 아쿠아필 | 아그네스 | 셀렉 (IPL) | 포텐자(침습) | 피코슈어레이저 | 올리지오 | 클라리티(토닝) | 네오빔 | 크라이오셀 | 소노케어 | 포토나 스타워커 | 리니어지 | 젠틀맥스 프로 플러스 | 마취정보 | 크림마취 | 수면마취 | 비수면 무통마취 | 국소마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,셀린의원(삼성점)
https://www.yeoshin.co.kr/hospitals/104007?from=events&tabmenu=INFO,9.8,10+,대구광역시 동구 율하서로 22 (율하동) 2층,0508.0354.3087,"월 화 수 목 금 토 일
09:00
 ~
 18:00 09:00
 ~
 18:00 09:00
 ~
 18:00 09:00
 ~
 18:00 09:00
 ~
 18:00 09:00
 ~
 15:00 휴진","진료정보
진료과
한의과
피부의료기기
슈링크",진료정보 | 진료과 | 한의과 | 피부의료기기 | 슈링크,미본한의원
https://www.yeoshin.co.kr/hospitals/103975?from=events&tabmenu=INFO,10.0,1+,경상남도 김해시 내외중앙로 92 (내동) 5층 뮤즈의원 김해,0508.0353.1484,"월 화 수 목 금 토 일
10:00
 ~
 20:00 10:00
 ~
 20:00 10:00
 ~
 20:00 10:00
 ~
 20:00 10:00
 ~
 20:00 10:00
 ~
 16:00 휴진","진료정보
진료과
피부과
피부의료기기
슈링크
악센트프라임
피코슈어레이저
마취정보
크림마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 진료과 | 피부과 | 피부의료기기 | 슈링크 | 악센트프라임 | 피코슈어레이저 | 마취정보 | 크림마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,뮤즈의원(김해점)
https://www.yeoshin.co.kr/hospitals/4815?from=events&tabmenu=INFO,9.6,3K+,서울특별시 강남구 강남대로 606 유올림의원,0508.0353.7857,"월 화 수 목 금 토 일
10:30
 ~
 20:30 10:30
 ~
 20:30 10:30
 ~
 20:30 10:30
 ~
 20:30 10:30
 ~
 20:30 10:00
 ~
 16:30 휴진","진료정보
병원 정보
전문의 1명
외국인환자 서비스
외국인환자 유치병원
진료과
피부과
가정의학과
피부의료기기
악센트프라임
아쿠아필
CO2레이저
크라이오셀
소노케어",진료정보 | 병원 정보 | 전문의 1명 | 외국인환자 서비스 | 외국인환자 유치병원 | 진료과 | 피부과 | 가정의학과 | 피부의료기기 | 악센트프라임 | 아쿠아필 | CO2레이저 | 크라이오셀 | 소노케어,유올림의원
https://www.yeoshin.co.kr/hospitals/5118?from=events&tabmenu=INFO,9.5,10+,서울특별시 송파구 올림픽로35길 137 (신천동) 11층 3호,0508.0353.7689,"월 화 수 목 금 토 일
11:00
 ~
 21:00 10:00
 ~
 19:00 13:00
 ~
 21:00 10:00
 ~
 19:00 11:00
 ~
 21:00 09:30
 ~
 17:00 휴진","진료정보
병원 정보
여의사 진료
외국인환자 서비스
영어 응대
진료과
한의과
진료항목
지방분해침
안면교정
매선
다이어트한약
흉터치료
다이어트침
가슴침
부기관리
피부의료기기
라페라",진료정보 | 병원 정보 | 여의사 진료 | 외국인환자 서비스 | 영어 응대 | 진료과 | 한의과 | 진료항목 | 지방분해침 | 안면교정 | 매선 | 다이어트한약 | 흉터치료 | 다이어트침 | 가슴침 | 부기관리 | 피부의료기기 | 라페라,유리움한의원
https://www.yeoshin.co.kr/hospitals/104069?from=events&tabmenu=INFO,0.0,1+,"서울특별시 은평구 통일로 767 (대조동, 베르디움STAY1) 2층 226호",0508.0353.2856,"월 화 수 목 금 토 일
10:00
 ~
 19:00 10:00
 ~
 20:00 휴진 10:00
 ~
 19:00 10:00
 ~
 20:00 10:00
 ~
 15:00 휴진","진료정보
진료과
성형외과
피부과
진료항목
보톡스
필러
교근보톡스
실리프팅
여드름
점
탈모
홍조
모공
문신제거
피부의료기기
슈링크
마취정보
크림마취
비수면 무통마취
국소마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 진료과 | 성형외과 | 피부과 | 진료항목 | 보톡스 | 필러 | 교근보톡스 | 실리프팅 | 여드름 | 점 | 탈모 | 홍조 | 모공 | 문신제거 | 피부의료기기 | 슈링크 | 마취정보 | 크림마취 | 비수면 무통마취 | 국소마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,연세팜스의원(은평)
https://www.yeoshin.co.kr/hospitals/5009?from=events&tabmenu=INFO,9.5,1+,서울특별시 강남구 선릉로 756 (청담동) 대성빌딩 3층,0508.0353.1257,"월 화 수 목 금 토 일
10:00
 ~
 19:30 10:00
 ~
 19:30 휴진 10:00
 ~
 19:30 10:00
 ~
 19:30 09:30
 ~
 15:30 휴진","진료정보
병원 정보
전문의 1명
진료과
피부과
피부의료기기
슈링크",진료정보 | 병원 정보 | 전문의 1명 | 진료과 | 피부과 | 피부의료기기 | 슈링크,청담르벨의원
https://www.yeoshin.co.kr/hospitals/3360?from=events&tabmenu=INFO,9.0,1+,서울시 송파구 백제고분로 204 5층루미의원,0508.0353.3090,"월 화 수 목 금 토 일
09:00
 ~
 18:30 09:00
 ~
 18:30 휴진 09:00
 ~
 18:00 09:00
 ~
 18:30 09:00
 ~
 15:00 휴진","진료정보
병원 정보
여의사 진료
진료과
피부과
피부의료기기
악센트프라임
크라이오셀
엣지원프락셀
마취정보
크림마취
수면마취
국소마취
주의!
해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.",진료정보 | 병원 정보 | 여의사 진료 | 진료과 | 피부과 | 피부의료기기 | 악센트프라임 | 크라이오셀 | 엣지원프락셀 | 마취정보 | 크림마취 | 수면마취 | 국소마취 | 주의! | 해당 병원은 시술 시 마취 진행이 가능한 병원입니다. 환자의 시술 및 수술상황과 진료의 상담을 통해서 진행됩니다.,루미의원
